Название товара или услуги,Цена продажи,Полное описание,Изображения,Размещение на сайте,old url,Свойство:РАЗМЕР
Рубашка с двойным рукавом - Хэдпринт,"7500,00.","
						<span class=""value"" itemprop=""description""><p>Платье-рубашка свободного кроя с двойным рукавом. Застёжка спереди на кнопках и на завязках. С художественным&nbsp;принтом&nbsp;из серии работ Жени Малыгиной ""Hidden Reality"".</p></span>
		","https://pirosmani.info/media/catalog/product/i/m/img_3861.jpg, https://pirosmani.info/media/catalog/product/i/m/img_3860.jpg",Каталог/Женщинам/НовинкиЖенщинам/РубашкиЖенщинам/Платья,https://pirosmani.info/rubashka-s-dvojnym-rukavom-hjedprint.html,S
Рубашка с двойным рукавом - Хэдпринт,"7500,00.","
						<span class=""value"" itemprop=""description""><p>Платье-рубашка свободного кроя с двойным рукавом. Застёжка спереди на кнопках и на завязках. С художественным&nbsp;принтом&nbsp;из серии работ Жени Малыгиной ""Hidden Reality"".</p></span>
		","https://pirosmani.info/media/catalog/product/i/m/img_3861.jpg, https://pirosmani.info/media/catalog/product/i/m/img_3860.jpg",Каталог/Женщинам/НовинкиЖенщинам/РубашкиЖенщинам/Платья,https://pirosmani.info/rubashka-s-dvojnym-rukavom-hjedprint.html,M
Рубашка с двойным рукавом - Хэдпринт,"7500,00.","
						<span class=""value"" itemprop=""description""><p>Платье-рубашка свободного кроя с двойным рукавом. Застёжка спереди на кнопках и на завязках. С художественным&nbsp;принтом&nbsp;из серии работ Жени Малыгиной ""Hidden Reality"".</p></span>
		","https://pirosmani.info/media/catalog/product/i/m/img_3861.jpg, https://pirosmani.info/media/catalog/product/i/m/img_3860.jpg",Каталог/Женщинам/НовинкиЖенщинам/РубашкиЖенщинам/Платья,https://pirosmani.info/rubashka-s-dvojnym-rukavom-hjedprint.html,L
Платье-майка - С чёрным принтом,"5500,00.","
						<span class=""value"" itemprop=""description""><p>Платье-майка из натурального хлопка с декоративной отлётной деталью. Платье декорировано шелкографичечким принтом чёрного цвета, каждый принт, неповторимый оттиск, подчеркивает вашу индивидуальность. Можно носить, как платье и как тунику с брюками или легинсами.</p></span>
		","https://pirosmani.info/media/catalog/product/a/7/a779480a-0b23-47fb-bbd9-55e5ba1480ab.jpeg, https://pirosmani.info/media/catalog/product/b/3/b337acd6-34b2-4916-ad59-ff17983cba6f.jpeg, https://pirosmani.info/media/catalog/product/c/a/ca20fb3a-ede8-4503-a801-70480e0c2944.jpeg",Каталог/Женщинам/НовинкиЖенщинам/ПлатьяЖенщинам/Футболки,https://pirosmani.info/plat-e-majka-s-chjornym-printom.html,S
Платье-майка - С чёрным принтом,"5500,00.","
						<span class=""value"" itemprop=""description""><p>Платье-майка из натурального хлопка с декоративной отлётной деталью. Платье декорировано шелкографичечким принтом чёрного цвета, каждый принт, неповторимый оттиск, подчеркивает вашу индивидуальность. Можно носить, как платье и как тунику с брюками или легинсами.</p></span>
		","https://pirosmani.info/media/catalog/product/a/7/a779480a-0b23-47fb-bbd9-55e5ba1480ab.jpeg, https://pirosmani.info/media/catalog/product/b/3/b337acd6-34b2-4916-ad59-ff17983cba6f.jpeg, https://pirosmani.info/media/catalog/product/c/a/ca20fb3a-ede8-4503-a801-70480e0c2944.jpeg",Каталог/Женщинам/НовинкиЖенщинам/ПлатьяЖенщинам/Футболки,https://pirosmani.info/plat-e-majka-s-chjornym-printom.html,M
Платье-майка - С чёрным принтом,"5500,00.","
						<span class=""value"" itemprop=""description""><p>Платье-майка из натурального хлопка с декоративной отлётной деталью. Платье декорировано шелкографичечким принтом чёрного цвета, каждый принт, неповторимый оттиск, подчеркивает вашу индивидуальность. Можно носить, как платье и как тунику с брюками или легинсами.</p></span>
		","https://pirosmani.info/media/catalog/product/a/7/a779480a-0b23-47fb-bbd9-55e5ba1480ab.jpeg, https://pirosmani.info/media/catalog/product/b/3/b337acd6-34b2-4916-ad59-ff17983cba6f.jpeg, https://pirosmani.info/media/catalog/product/c/a/ca20fb3a-ede8-4503-a801-70480e0c2944.jpeg",Каталог/Женщинам/НовинкиЖенщинам/ПлатьяЖенщинам/Футболки,https://pirosmani.info/plat-e-majka-s-chjornym-printom.html,L
Лонгслив - Красный Токио,"6000,00.","
						<span class=""value"" itemprop=""description""><p>Красный&nbsp;лонгслив (оверсайз) из 100% хлопка с перфорацией ручной работы.</p>
<div class=""margin-top25 extra-link""><a href=""#custom-size-guide"" data-backdrop=""false"" data-toggle=""modal"">Таблица размеров</a></div>
<div id=""custom-size-guide"" class=""modal fade"">
<div class=""modal-dialog"">
<div class=""modal-content""><button class=""close"" type=""button"" data-dismiss=""modal"">x</button>
<div class=""modal-body""><img class=""img-responsive"" src=""/media/wysiwyg/sizes_images/ru/IMG_1395.JPG""></div>
</div>
</div>
</div></span>
		",,Каталог/Женщинам/НовинкиЖенщинам/Лонгсливы,https://pirosmani.info/longsliv-krasnyj-tokio.html,S
Лонгслив - Красный Токио,"6000,00.","
						<span class=""value"" itemprop=""description""><p>Красный&nbsp;лонгслив (оверсайз) из 100% хлопка с перфорацией ручной работы.</p>
<div class=""margin-top25 extra-link""><a href=""#custom-size-guide"" data-backdrop=""false"" data-toggle=""modal"">Таблица размеров</a></div>
<div id=""custom-size-guide"" class=""modal fade"">
<div class=""modal-dialog"">
<div class=""modal-content""><button class=""close"" type=""button"" data-dismiss=""modal"">x</button>
<div class=""modal-body""><img class=""img-responsive"" src=""/media/wysiwyg/sizes_images/ru/IMG_1395.JPG""></div>
</div>
</div>
</div></span>
		",,Каталог/Женщинам/НовинкиЖенщинам/Лонгсливы,https://pirosmani.info/longsliv-krasnyj-tokio.html,M
Лонгслив - Красный Токио,"6000,00.","
						<span class=""value"" itemprop=""description""><p>Красный&nbsp;лонгслив (оверсайз) из 100% хлопка с перфорацией ручной работы.</p>
<div class=""margin-top25 extra-link""><a href=""#custom-size-guide"" data-backdrop=""false"" data-toggle=""modal"">Таблица размеров</a></div>
<div id=""custom-size-guide"" class=""modal fade"">
<div class=""modal-dialog"">
<div class=""modal-content""><button class=""close"" type=""button"" data-dismiss=""modal"">x</button>
<div class=""modal-body""><img class=""img-responsive"" src=""/media/wysiwyg/sizes_images/ru/IMG_1395.JPG""></div>
</div>
</div>
</div></span>
		",,Каталог/Женщинам/НовинкиЖенщинам/Лонгсливы,https://pirosmani.info/longsliv-krasnyj-tokio.html,L
Худи - Красная река,"7000,00.","
						<span class=""value"" itemprop=""description""><p>Красный худи, свободного кроя&nbsp;из натурального хлопка с художественной порезкой.</p>
<p>*на модели размер М</p></span>
		","https://pirosmani.info/media/catalog/product/1/0/10e83c2d-1980-4e0c-a82f-68ff3cf93ff6.jpeg, https://pirosmani.info/media/catalog/product/c/f/cf37199c-ed6b-4e2d-b946-8f9c3443a7aa.jpeg, https://pirosmani.info/media/catalog/product/1/a/1a60dbea-c3fb-4121-9884-38570fc4c00f.jpeg, https://pirosmani.info/media/catalog/product/1/5/15278a3d-1029-42d4-8d04-27902375451b.jpeg",Каталог/Женщинам/НовинкиЖенщинам/Худи и свитшотыЖенщинам/Лонгсливы,https://pirosmani.info/hudi-krasnaja-reka.html,XS
Худи - Красная река,"7000,00.","
						<span class=""value"" itemprop=""description""><p>Красный худи, свободного кроя&nbsp;из натурального хлопка с художественной порезкой.</p>
<p>*на модели размер М</p></span>
		","https://pirosmani.info/media/catalog/product/1/0/10e83c2d-1980-4e0c-a82f-68ff3cf93ff6.jpeg, https://pirosmani.info/media/catalog/product/c/f/cf37199c-ed6b-4e2d-b946-8f9c3443a7aa.jpeg, https://pirosmani.info/media/catalog/product/1/a/1a60dbea-c3fb-4121-9884-38570fc4c00f.jpeg, https://pirosmani.info/media/catalog/product/1/5/15278a3d-1029-42d4-8d04-27902375451b.jpeg",Каталог/Женщинам/НовинкиЖенщинам/Худи и свитшотыЖенщинам/Лонгсливы,https://pirosmani.info/hudi-krasnaja-reka.html,S
Худи - Красная река,"7000,00.","
						<span class=""value"" itemprop=""description""><p>Красный худи, свободного кроя&nbsp;из натурального хлопка с художественной порезкой.</p>
<p>*на модели размер М</p></span>
		","https://pirosmani.info/media/catalog/product/1/0/10e83c2d-1980-4e0c-a82f-68ff3cf93ff6.jpeg, https://pirosmani.info/media/catalog/product/c/f/cf37199c-ed6b-4e2d-b946-8f9c3443a7aa.jpeg, https://pirosmani.info/media/catalog/product/1/a/1a60dbea-c3fb-4121-9884-38570fc4c00f.jpeg, https://pirosmani.info/media/catalog/product/1/5/15278a3d-1029-42d4-8d04-27902375451b.jpeg",Каталог/Женщинам/НовинкиЖенщинам/Худи и свитшотыЖенщинам/Лонгсливы,https://pirosmani.info/hudi-krasnaja-reka.html,M
Женская футболка - Чёрный крест,"4500,00.","
						<span class=""value"" itemprop=""description""><p>Женская футболка из натурального хлопка с тканевой вставкой в виде креста. Футболка декорирована перфорацией, выполненной вручную.&nbsp;</p>
<p>&nbsp;</p>
<div class=""margin-top25 extra-link"">
<a href=""#custom-size-guide"" data-backdrop=""false"" data-toggle=""modal"">Таблица размеров</a>
</div>
<div id=""custom-size-guide"" class=""modal fade"">
<div class=""modal-dialog"">
<div class=""modal-content"">
<button class=""close"" type=""button"" data-dismiss=""modal"">x</button>
<div class=""modal-body"">
<img class=""img-responsive"" src=""/media/wysiwyg/sizes_images/ru/IMG_0727.JPG"">
</div>
</div>
</div>
</div></span>
		","https://pirosmani.info/media/catalog/product/i/m/img_3715_1.jpg, https://pirosmani.info/media/catalog/product/i/m/img_3714.jpg",Каталог/Женщинам/НовинкиЖенщинам/РАСПРОДАЖАЖенщинам/Футболки,https://pirosmani.info/zhenskaja-futbolka-chjornyj-krest.html,S
Женская футболка - Чёрный крест,"4500,00.","
						<span class=""value"" itemprop=""description""><p>Женская футболка из натурального хлопка с тканевой вставкой в виде креста. Футболка декорирована перфорацией, выполненной вручную.&nbsp;</p>
<p>&nbsp;</p>
<div class=""margin-top25 extra-link"">
<a href=""#custom-size-guide"" data-backdrop=""false"" data-toggle=""modal"">Таблица размеров</a>
</div>
<div id=""custom-size-guide"" class=""modal fade"">
<div class=""modal-dialog"">
<div class=""modal-content"">
<button class=""close"" type=""button"" data-dismiss=""modal"">x</button>
<div class=""modal-body"">
<img class=""img-responsive"" src=""/media/wysiwyg/sizes_images/ru/IMG_0727.JPG"">
</div>
</div>
</div>
</div></span>
		","https://pirosmani.info/media/catalog/product/i/m/img_3715_1.jpg, https://pirosmani.info/media/catalog/product/i/m/img_3714.jpg",Каталог/Женщинам/НовинкиЖенщинам/РАСПРОДАЖАЖенщинам/Футболки,https://pirosmani.info/zhenskaja-futbolka-chjornyj-krest.html,M
